sensor1,sensor2,time_x,speedSet,load_value,gear_fault_desc
2.522643617805543,2.4355879773148783,2023-05-03 20:34:18.386400,8.33203125,80,eccentricity
2.5228078739720075,2.4367377671456607,2023-05-03 20:34:18.386600,8.33203125,80,eccentricity
2.524943204219386,2.4326313750935267,2023-05-03 20:34:18.386800,8.33203125,80,eccentricity
2.5219865931488417,2.43328839778442,2023-05-03 20:34:18.387000,8.33203125,80,eccentricity
2.5193584946684777,2.431974352416892,2023-05-03 20:34:18.387200,8.33203125,80,eccentricity
2.521658080825983,2.4301675401296463,2023-05-03 20:34:18.387400,8.33203125,80,eccentricity
2.522315105475361,2.4311530740911462,2023-05-03 20:34:18.387600,8.33203125,80,eccentricity
2.522643617805543,2.431645841083921,2023-05-03 20:34:18.387800,8.33203125,80,eccentricity
2.5214938246659275,2.43476669889108,2023-05-03 20:34:18.388000,8.33203125,80,eccentricity
2.523464898647022,2.435752233002314,2023-05-03 20:34:18.388200,8.33203125,80,eccentricity
2.52412192333669,2.434602443208996,2023-05-03 20:34:18.388400,8.33203125,80,eccentricity
2.5219865931488417,2.433616909135215,2023-05-03 20:34:18.388600,8.33203125,80,eccentricity
2.5229721301393875,2.4321386080847143,2023-05-03 20:34:18.388800,8.33203125,80,eccentricity
2.5208368000348567,2.4362450000699725,2023-05-03 20:34:18.389000,8.33203125,80,eccentricity
2.521001056191252,2.431810096749961,2023-05-03 20:34:18.389200,8.33203125,80,eccentricity
2.523136386307683,2.4295105175064573,2023-05-03 20:34:18.389400,8.33203125,80,eccentricity
2.522150849311644,2.4308245627670835,2023-05-03 20:34:18.389600,8.33203125,80,eccentricity
2.52412192333669,2.4291820062002056,2023-05-03 20:34:18.389800,8.33203125,80,eccentricity
2.523464898647022,2.43476669889108,2023-05-03 20:34:18.390000,8.33203125,80,eccentricity
2.523464898647022,2.4350952102579235,2023-05-03 20:34:18.390200,8.33203125,80,eccentricity
2.5251074603986736,2.4321386080847143,2023-05-03 20:34:18.390400,8.33203125,80,eccentricity
2.522315105475361,2.431974352416892,2023-05-03 20:34:18.390600,8.33203125,80,eccentricity
2.5200155192666083,2.4321386080847143,2023-05-03 20:34:18.390800,8.33203125,80,eccentricity
2.5211653123485616,2.4306603071063884,2023-05-03 20:34:18.391000,8.33203125,80,eccentricity
2.520672543879377,2.429839028816271,2023-05-03 20:34:18.391200,8.33203125,80,eccentricity
2.523793410990024,2.43033179578767,2023-05-03 20:34:18.391400,8.33203125,80,eccentricity
2.5218223369869546,2.4342739318475024,2023-05-03 20:34:18.391600,8.33203125,80,eccentricity
2.5214938246659275,2.4337811648119496,2023-05-03 20:34:18.391800,8.33203125,80,eccentricity
2.5219865931488417,2.432302863753427,2023-05-03 20:34:18.392000,8.33203125,80,eccentricity
2.5229721301393875,2.431810096749961,2023-05-03 20:34:18.392200,8.33203125,80,eccentricity
2.522479361639994,2.43033179578767,2023-05-03 20:34:18.392400,8.33203125,80,eccentricity
2.521001056191252,2.431974352416892,2023-05-03 20:34:18.392600,8.33203125,80,eccentricity
2.5205082877248124,2.4314815854187715,2023-05-03 20:34:18.392800,8.33203125,80,eccentricity
2.520672543879377,2.4311530740911462,2023-05-03 20:34:18.393000,8.33203125,80,eccentricity
2.5214938246659275,2.4288534948975142,2023-05-03 20:34:18.393200,8.33203125,80,eccentricity
2.5229721301393875,2.4311530740911462,2023-05-03 20:34:18.393400,8.33203125,80,eccentricity
2.5211653123485616,2.433452653459372,2023-05-03 20:34:18.393600,8.33203125,80,eccentricity
2.5233006424768947,2.43476669889108,2023-05-03 20:34:18.393800,8.33203125,80,eccentricity
2.522643617805543,2.43312414211036,2023-05-03 20:34:18.394000,8.33203125,80,eccentricity
2.5214938246659275,2.4324671194230314,2023-05-03 20:34:18.394200,8.33203125,80,eccentricity
2.523464898647022,2.43312414211036,2023-05-03 20:34:18.394400,8.33203125,80,eccentricity
2.522150849311644,2.43312414211036,2023-05-03 20:34:18.394600,8.33203125,80,eccentricity
2.5218223369869546,2.43328839778442,2023-05-03 20:34:18.394800,8.33203125,80,eccentricity
2.522315105475361,2.431974352416892,2023-05-03 20:34:18.395000,8.33203125,80,eccentricity
2.521001056191252,2.431974352416892,2023-05-03 20:34:18.395200,8.33203125,80,eccentricity
2.5233006424768947,2.432795630764913,2023-05-03 20:34:18.395400,8.33203125,80,eccentricity
2.523629154818065,2.4326313750935267,2023-05-03 20:34:18.395600,8.33203125,80,eccentricity
