sensor1,sensor2,time_x,speedSet,load_value,gear_fault_desc
2.507860566567813,2.442979484133219,2023-05-07 17:10:13.053600,40.0,80,surface defect
2.5370981639644765,2.498826483337431,2023-05-07 17:10:13.053800,40.0,80,surface defect
2.498005203180245,2.523793410990024,2023-05-07 17:10:13.054000,40.0,80,surface defect
2.540547545349141,2.44544332014143,2023-05-07 17:10:13.054200,40.0,80,surface defect
2.4894638908915154,2.389103653447613,2023-05-07 17:10:13.054400,40.0,80,surface defect
2.6161055258540884,2.384997267813733,2023-05-07 17:10:13.054600,40.0,80,surface defect
2.519851263115703,2.468274876746161,2023-05-07 17:10:13.054800,40.0,80,surface defect
2.520179775418428,2.361837263096657,2023-05-07 17:10:13.055000,40.0,80,surface defect
2.461211875367161,2.3838474799346403,2023-05-07 17:10:13.055200,40.0,80,surface defect
2.5147593228912064,2.4254041264341613,2023-05-07 17:10:13.055400,40.0,80,surface defect
2.535291345305805,2.4290177505484145,2023-05-07 17:10:13.055600,40.0,80,surface defect
2.502604372353322,2.453491852505209,2023-05-07 17:10:13.055800,40.0,80,surface defect
2.5083533348232585,2.4814153488629733,2023-05-07 17:10:13.056000,40.0,80,surface defect
2.532334733195097,2.291864587684001,2023-05-07 17:10:13.056200,40.0,80,surface defect
2.461047619540928,2.3795768396173846,2023-05-07 17:10:13.056400,40.0,80,surface defect
2.535291345305805,2.5060537497013646,2023-05-07 17:10:13.056600,40.0,80,surface defect
2.507367798320572,2.3651223690907512,2023-05-07 17:10:13.056800,40.0,80,surface defect
2.5090103591766173,2.375141944530637,2023-05-07 17:10:13.057000,40.0,80,surface defect
2.5083533348232585,2.4288534948975142,2023-05-07 17:10:13.057200,40.0,80,surface defect
2.545803746335054,2.482072372620568,2023-05-07 17:10:13.057400,40.0,80,surface defect
2.4265539158783533,2.394031316933809,2023-05-07 17:10:13.057600,40.0,80,surface defect
2.498826483337431,2.434930954574056,2023-05-07 17:10:13.057800,40.0,80,surface defect
2.498826483337431,2.44839992361701,2023-05-07 17:10:13.058000,40.0,80,surface defect
2.5004690437199955,2.411770912055771,2023-05-07 17:10:13.058200,40.0,80,surface defect
2.5361126265005023,2.4602263404232465,2023-05-07 17:10:13.058400,40.0,80,surface defect
2.528885352775279,2.4387088355287325,2023-05-07 17:10:13.058600,40.0,80,surface defect
2.523957667162899,2.4291820062002056,2023-05-07 17:10:13.058800,40.0,80,surface defect
2.543668414570753,2.393538550549541,2023-05-07 17:10:13.059000,40.0,80,surface defect
2.5129525056032747,2.4646612479257737,2023-05-07 17:10:13.059200,40.0,80,surface defect
2.525928741308858,2.3560883284460425,2023-05-07 17:10:13.059400,40.0,80,surface defect
2.498169459209864,2.378919818082741,2023-05-07 17:10:13.059600,40.0,80,surface defect
2.5305279148294764,2.497840947151535,2023-05-07 17:10:13.059800,40.0,80,surface defect
2.543011389443837,2.434602443208996,2023-05-07 17:10:13.060000,40.0,80,surface defect
2.455627177779263,2.4157130457057843,2023-05-07 17:10:13.060200,40.0,80,surface defect
2.5311849396768507,2.4175198571326724,2023-05-07 17:10:13.060400,40.0,80,surface defect
2.487821331117235,2.4438007627802656,2023-05-07 17:10:13.060600,40.0,80,surface defect
2.5305279148294764,2.4206407134865127,2023-05-07 17:10:13.060800,40.0,80,surface defect
2.5035899086975,2.3634798160500834,2023-05-07 17:10:13.061000,40.0,80,surface defect
2.550895691940389,2.5648574828333954,2023-05-07 17:10:13.061200,40.0,80,surface defect
2.5594370220457066,2.4160415568663285,2023-05-07 17:10:13.061400,40.0,80,surface defect
2.552702511561946,2.35953768910834,2023-05-07 17:10:13.061600,40.0,80,surface defect
2.5208368000348567,2.408978567695653,2023-05-07 17:10:13.061800,40.0,80,surface defect
2.545146721160218,2.525928741308858,2023-05-07 17:10:13.062000,40.0,80,surface defect
